species,beak_type,plumage_color,eye_color,habitat,feeding_type,body_size,Unnamed: 7,рост,семейство,вид,тип_клюва,цвет_оперения,цвет_глаз,среда_обитания,размер_тела,скорость,длина_клюва
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,262.0,,,,,,,,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,220.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,254.0,,,,,,,,,,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,271.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,94.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,253.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,630.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,702.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1380.0,,,,,,,,,,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,251.0,,,Врановые,,,Коричневый,Красный ,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,92.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,273.0,,,,,,,,,,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,194.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1321.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,160.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,102.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,609.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,646.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,617.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,151.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,664.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,203.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,254.0,,,,,,,,,,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,247.0,,,Врановые,,,Коричневый,Красный ,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,149.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,251.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,631.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,214.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,188.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,93.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,260.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,84.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1328.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,167.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,193.0,,,,,,,,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,213.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,195.0,,,,,,,,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,201.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,197.0,,,,,,,,,,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,191.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,86.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1488.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,83.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,241.0,,,Врановые,,,Коричневый,Красный ,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,81.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,87.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,603.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,202.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,637.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,185.0,,,,,,,,,,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,255.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,619.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,203.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,190.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,677.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,213.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,231.0,,,Врановые,,,Коричневый,Красный ,,,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,190.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,87.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,267.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,165.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,258.0,,,,,,,,,,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,192.0,,,,,,,,,,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,240.0,,,Врановые,,,Коричневый,Красный ,,,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,244.0,,,Врановые,,,Коричневый,Красный ,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,221.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1468.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,600.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,167.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,247.0,,,,,,,,,,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,238.0,,,Врановые,,,Коричневый,Красный ,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,156.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,256.0,,,,,,,,,,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,244.0,,,Врановые,,,Коричневый,Красный ,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,90.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1423.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,156.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,104.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,205.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1410.0,,,,,,,,,,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,258.0,,,,,,,,,,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,183.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1330.0,,,,,,,,,,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,182.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,633.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,245.0,,,Врановые,,,Коричневый,Красный ,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,212.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1475.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,609.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,100.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,614.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,193.0,,,,,,,,,,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,234.0,,,Врановые,,,Коричневый,Красный ,,,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,183.0,,,,,,,,,,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,262.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,162.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,263.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,83.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,263.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1451.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,148.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,252.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1237.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,168.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,88.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,245.0,,,Врановые,,,Коричневый,Красный ,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,100.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,671.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1266.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,100.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,250.0,,,Врановые,,,Коричневый,Красный ,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,634.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,192.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,151.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,95.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,98.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,661.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,649.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,252.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,672.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,610.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,181.0,,,,,,,,,,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,191.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1275.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1245.0,,,,,,,,,,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,255.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,653.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,152.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,235.0,,,Врановые,,,Коричневый,Красный ,,,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,261.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,161.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,239.0,,,Врановые,,,Коричневый,Красный ,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,86.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,97.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,93.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,159.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,89.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,165.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,683.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1245.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1390.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,87.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,647.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1429.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,86.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,649.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,155.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,190.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1348.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,600.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,192.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,612.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,631.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,646.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,249.0,,,Врановые,,,Коричневый,Красный ,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,205.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1356.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,163.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,257.0,,,,,,,,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,218.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,238.0,,,Врановые,,,Коричневый,Красный ,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,90.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,218.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,218.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1402.0,,,,,,,,,,,
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,256.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,154.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1495.0,,,,,,,,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,217.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,154.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,244.0,,,Врановые,,,Коричневый,Красный ,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1248.0,,,,,,,,,,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,236.0,,,Врановые,,,Коричневый,Красный ,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,205.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,160.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,209.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,206.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,84.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,165.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,185.0,,,,,,,,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,203.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,80.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,249.0,,,Врановые,,,Коричневый,Красный ,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,198.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,164.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
